a,aaac2b1
cb31d2a,a2d13bc
cb32a1d,d1a23bc
cb32ad1,1da23bc
cb321ad,da123bc
cb321da,ad123bc
cb32da1,1ad23bc
cb32d1a,a1d23bc
cb3da12,21ad3bc
cb3da21,12ad3bc
cb3d1a2,2a1d3bc
cb3d12a,a21d3bc
cb3d2a1,1a2d3bc
cb3d21a,a12d3bc
cbda123,321adbc
cbda132,231adbc
cbda213,312adbc
cbda231,132adbc
cbda312,213adbc
cbda321,123adbc
cbd1a23,32a1dbc
cbd1a32,23a1dbc
cbd12a3,3a21dbc
cbd123a,a321dbc
cbd13a2,2a31dbc
cbd132a,a231dbc
cbd2a13,31a2dbc
cbd2a31,13a2dbc
cbd21a3,3a12dbc
cbd213a,a312dbc
cbd23a1,1a32dbc
cbd231a,a132dbc
cbd3a12,21a3dbc
cbd3a21,12a3dbc
cbd31a2,2a13dbc
cbd312a,a213dbc
cbd32a1,1a23dbc
cbd321a,a123dbc
c2a1b3d,d3b1a2c
c2a1bd3,3db1a2c
c2a13bd,db31a2c
c2a13db,bd31a2c
c2a1db3,3bd1a2c
c2a1d3b,b3d1a2c
c2ab13d,d31ba2c
c2ab1d3,3d1ba2c
c2ab31d,d13ba2c
c2ab3d1,1d3ba2c
c2abd13,31dba2c
c2abd31,13dba2c
c2a31bd,db13a2c
c2a31db,bd13a2c
c2a3b1d,d1b3a2c
c2a3bd1,1db3a2c
c2a3d1b,b1d3a2c
c2a3db1,1bd3a2c
c2ad1b3,3b1da2c
c2ad13b,b31da2c
c2adb13,31bda2c
c2adb31,13bda2c
c2ad31b,b13da2c
c2ad3b1,1b3da2c
c21ab3d,d3ba12c
c21abd3,3dba12c
c21a3bd,db3a12c
c21a3db,bd3a12c
c21adb3,3bda12c
c21ad3b,b3da12c
c21ba3d,d3ab12c
c21bad3,3dab12c
c21b3ad,da3b12c
c21b3da,ad3b12c
c21bda3,3adb12c
c21bd3a,a3db12c
c213abd,dba312c
c213adb,bda312c
c213bad,dab312c
c213bda,adb312c
c213dab,bad312c
c213dba,abd312c
c21dab3,3bad12c
c21da3b,b3ad12c
c21dba3,3abd12c
c21db3a,a3bd12c
c21d3ab,ba3d12c
c21d3ba,ab3d12c
c2ba13d,d31ab2c
c2ba1d3,3d1ab2c
c2ba31d,d13ab2c
c2ba3d1,1d3ab2c
c2bad13,31dab2c
c2bad31,13dab2c
c2b1a3d,d3a1b2c
c2b1ad3,3da1b2c
c2b13ad,da31b2c
c2b13da,ad31b2c
c2b1da3,3ad1b2c
c2b1d3a,a3d1b2c
c2b3a1d,d1a3b2c
c2b3ad1,1da3b2c
c2b31ad,da13b2c
c2b31da,ad13b2c
c2b3da1,1ad3b2c
c2b3d1a,a1d3b2c
c2bda13,31adb2c
c2bda31,13adb2c
c2bd1a3,3a1db2c
c2bd13a,a31db2c
c2bd3a1,1a3db2c
c2bd31a,a13db2c
c23a1bd,db1a32c
c23a1db,bd1a32c
c23ab1d,d1ba32c
c23abd1,1dba32c
c23ad1b,b1da32c
c23adb1,1bda32c
c231abd,dba132c
c231adb,bda132c
c231bad,dab132c
c231bda,adb132c
c231dab,bad132c
c231dba,abd132c
c23ba1d,d1ab32c
c23bad1,1dab32c
c23b1ad,da1b32c
c23b1da,ad1b32c
c23bda1,1adb32c
c23bd1a,a1db32c
c23da1b,b1ad32c
c23dab1,1bad32c
c23d1ab,ba1d32c
c23d1ba,ab1d32c
c23dba1,1abd32c
c23db1a,a1bd32c
c2da1b3,3b1ad2c
c2da13b,b31ad2c
c2dab13,31bad2c
c2dab31,13bad2c
c2da31b,b13ad2c
c2da3b1,1b3ad2c
c2d1ab3,3ba1d2c
c2d1a3b,b3a1d2c
c2d1ba3,3ab1d2c
c2d1b3a,a3b1d2c
c2d13ab,ba31d2c
c2d13ba,ab31d2c
c2dba13,31abd2c
c2dba31,13abd2c
c2db1a3,3a1bd2c
c2db13a,a31bd2c
c2db3a1,1a3bd2c
c2db31a,a13bd2c
c2d3a1b,b1a3d2c
c2d3ab1,1ba3d2c
c2d31ab,ba13d2c
c2d31ba,ab13d2c
c2d3ba1,1ab3d2c
c2d3b1a,a1b3d2c
c3a1b2d,d2b1a3c
c3a1bd2,2db1a3c
c3a12bd,db21a3c
c3a12db,bd21a3c
c3a1db2,2bd1a3c
c3a1d2b,b2d1a3c
c3ab12d,d21ba3c
c3ab1d2,2d1ba3c
c3ab21d,d12ba3c
c3ab2d1,1d2ba3c
c3abd12,21dba3c
c3abd21,12dba3c
c3a21bd,db12a3c
c3a21db,bd12a3c
c3a2b1d,d1b2a3c
c3a2bd1,1db2a3c
c3a2d1b,b1d2a3c
c3a2db1,1bd2a3c
c3ad1b2,2b1da3c
c3ad12b,b21da3c
c3adb12,21bda3c
c3adb21,12bda3c
c3ad21b,b12da3c
c3ad2b1,1b2da3c
c31ab2d,d2ba13c
c31abd2,2dba13c
c31a2bd,db2a13c
c31a2db,bd2a13c
c31adb2,2bda13c
c31ad2b,b2da13c
c31ba2d,d2ab13c
c31bad2,2dab13c
c31b2ad,da2b13c
c31b2da,ad2b13c
c31bda2,2adb13c
c31bd2a,a2db13c
c312abd,dba213c
c312adb,bda213c
c312bad,dab213c
c312bda,adb213c
c312dab,bad213c
c312dba,abd213c
c31dab2,2bad13c
c31da2b,b2ad13c
c31dba2,2abd13c
c31db2a,a2bd13c
c31d2ab,ba2d13c
c31d2ba,ab2d13c
c3ba12d,d21ab3c
c3ba1d2,2d1ab3c
c3ba21d,d12ab3c
c3ba2d1,1d2ab3c
c3bad12,21dab3c
c3bad21,12dab3c
c3b1a2d,d2a1b3c
c3b1ad2,2da1b3c
c3b12ad,da21b3c
c3b12da,ad21b3c
c3b1da2,2ad1b3c
c3b1d2a,a2d1b3c
c3b2a1d,d1a2b3c
c3b2ad1,1da2b3c
c3b21ad,da12b3c
c3b21da,ad12b3c
c3b2da1,1ad2b3c
c3b2d1a,a1d2b3c
c3bda12,21adb3c
c3bda21,12adb3c
c3bd1a2,2a1db3c
c3bd12a,a21db3c
c3bd2a1,1a2db3c
c3bd21a,a12db3c
c32a1bd,db1a23c
c32a1db,bd1a23c
c32ab1d,d1ba23c
c32abd1,1dba23c
c32ad1b,b1da23c
c32adb1,1bda23c
c321abd,dba123c
c321adb,bda123c
c321bad,dab123c
c321bda,adb123c
c321dab,bad123c
c321dba,abd123c
c32ba1d,d1ab23c
c32bad1,1dab23c
c32b1ad,da1b23c
c32b1da,ad1b23c
c32bda1,1adb23c
c32bd1a,a1db23c
c32da1b,b1ad23c
c32dab1,1bad23c
c32d1ab,ba1d23c
c32d1ba,ab1d23c
c32dba1,1abd23c
c32db1a,a1bd23c
c3da1b2,2b1ad3c
c3da12b,b21ad3c
c3dab12,21bad3c
c3dab21,12bad3c
c3da21b,b12ad3c
c3da2b1,1b2ad3c
c3d1ab2,2ba1d3c
c3d1a2b,b2a1d3c
c3d1ba2,2ab1d3c
c3d1b2a,a2b1d3c
c3d12ab,ba21d3c
c3d12ba,ab21d3c
c3dba12,21abd3c
c3dba21,12abd3c
c3db1a2,2a1bd3c
c3db12a,a21bd3c
c3db2a1,1a2bd3c
c3db21a,a12bd3c
c3d2a1b,b1a2d3c
c3d2ab1,1ba2d3c
c3d21ab,ba12d3c
c3d21ba,ab12d3c
c3d2ba1,1ab2d3c
c3d2b1a,a1b2d3c
cda1b23,32b1adc
cda1b32,23b1adc
cda12b3,3b21adc
cda123b,b321adc
cda13b2,2b31adc
cda132b,b231adc
cdab123,321badc
cdab132,231badc
cdab213,312badc
cdab231,132badc
cdab312,213badc
cdab321,123badc
cda21b3,3b12adc
cda213b,b312adc
cda2b13,31b2adc
cda2b31,13b2adc
cda231b,b132adc
cda23b1,1b32adc
cda31b2,2b13adc
cda312b,b213adc
cda3b12,21b3adc
cda3b21,12b3adc
cda321b,b123adc
cda32b1,1b23adc
cd1ab23,32ba1dc
cd1ab32,23ba1dc
cd1a2b3,3b2a1dc
cd1a23b,b32a1dc
cd1a3b2,2b3a1dc
cd1a32b,b23a1dc
cd1ba23,32ab1dc
cd1ba32,23ab1dc
cd1b2a3,3a2b1dc
cd1b23a,a32b1dc
cd1b3a2,2a3b1dc
cd1b32a,a23b1dc
cd12ab3,3ba21dc
cd12a3b,b3a21dc
cd12ba3,3ab21dc
cd12b3a,a3b21dc
cd123ab,ba321dc
cd123ba,ab321dc
cd13ab2,2ba31dc
cd13a2b,b2a31dc
cd13ba2,2ab31dc
cd13b2a,a2b31dc
cd132ab,ba231dc
cd132ba,ab231dc
cdba123,321abdc
cdba132,231abdc
cdba213,312abdc
cdba231,132abdc
cdba312,213abdc
cdba321,123abdc
cdb1a23,32a1bdc
cdb1a32,23a1bdc
cdb12a3,3a21bdc
cdb123a,a321bdc
cdb13a2,2a31bdc
cdb132a,a231bdc
cdb2a13,31a2bdc
cdb2a31,13a2bdc
cdb21a3,3a12bdc
cdb213a,a312bdc
cdb23a1,1a32bdc
cdb231a,a132bdc
cdb3a12,21a3bdc
cdb3a21,12a3bdc
cdb31a2,2a13bdc
cdb312a,a213bdc
cdb32a1,1a23bdc
cdb321a,a123bdc
cd2a1b3,3b1a2dc
cd2a13b,b31a2dc
cd2ab13,31ba2dc
cd2ab31,13ba2dc
cd2a31b,b13a2dc
cd2a3b1,1b3a2dc
cd21ab3,3ba12dc
cd21a3b,b3a12dc
cd21ba3,3ab12dc
cd21b3a,a3b12dc
cd213ab,ba312dc
cd213ba,ab312dc
cd2ba13,31ab2dc
cd2ba31,13ab2dc
cd2b1a3,3a1b2dc
cd2b13a,a31b2dc
cd2b3a1,1a3b2dc
cd2b31a,a13b2dc
cd23a1b,b1a32dc
cd23ab1,1ba32dc
cd231ab,ba132dc
cd231ba,ab132dc
cd23ba1,1ab32dc
cd23b1a,a1b32dc
cd3a1b2,2b1a3dc
cd3a12b,b21a3dc
cd3ab12,21ba3dc
cd3ab21,12ba3dc
cd3a21b,b12a3dc
cd3a2b1,1b2a3dc
cd31ab2,2ba13dc
cd31a2b,b2a13dc
cd31ba2,2ab13dc
cd31b2a,a2b13dc
cd312ab,ba213dc
cd312ba,ab213dc
cd3ba12,21ab3dc
cd3ba21,12ab3dc
cd3b1a2,2a1b3dc
cd3b12a,a21b3dc
cd3b2a1,1a2b3dc
cd3b21a,a12b3dc
cd32a1b,b1a23dc
cd32ab1,1ba23dc
cd321ab,ba123dc
cd321ba,ab123dc
cd32ba1,1ab23dc
cd32b1a,a1b23dc
3a1b2cd,dc2b1a3
3a1b2dc,cd2b1a3
3a1bc2d,d2cb1a3
3a1bcd2,2dcb1a3
3a1bd2c,c2db1a3
3a1bdc2,2cdb1a3
3a12bcd,dcb21a3
3a12bdc,cdb21a3
3a12cbd,dbc21a3
3a12cdb,bdc21a3
3a12dbc,cbd21a3
3a12dcb,bcd21a3
3a1cb2d,d2bc1a3
3a1cbd2,2dbc1a3
3a1c2bd,db2c1a3
3a1c2db,bd2c1a3
3a1cdb2,2bdc1a3
3a1cd2b,b2dc1a3
3a1db2c,c2bd1a3
3a1dbc2,2cbd1a3
3a1d2bc,cb2d1a3
3a1d2cb,bc2d1a3
3a1dcb2,2bcd1a3
3a1dc2b,b2cd1a3
3ab12cd,dc21ba3
3ab12dc,cd21ba3
3ab1c2d,d2c1ba3
3ab1cd2,2dc1ba3
3ab1d2c,c2d1ba3
3ab1dc2,2cd1ba3
3ab21cd,dc12ba3
3ab21dc,cd12ba3
3ab2c1d,d1c2ba3
3ab2cd1,1dc2ba3
3ab2d1c,c1d2ba3
3ab2dc1,1cd2ba3
3abc12d,d21cba3
3abc1d2,2d1cba3
3abc21d,d12cba3
3abc2d1,1d2cba3
3abcd12,21dcba3
3abcd21,12dcba3
3abd12c,c21dba3
3abd1c2,2c1dba3
3abd21c,c12dba3
3abd2c1,1c2dba3
3abdc12,21cdba3
3abdc21,12cdba3
3a21bcd,dcb12a3
3a21bdc,cdb12a3
3a21cbd,dbc12a3
3a21cdb,bdc12a3
3a21dbc,cbd12a3
3a21dcb,bcd12a3
3a2b1cd,dc1b2a3
3a2b1dc,cd1b2a3
3a2bc1d,d1cb2a3
3a2bcd1,1dcb2a3
3a2bd1c,c1db2a3
3a2bdc1,1cdb2a3
3a2c1bd,db1c2a3
3a2c1db,bd1c2a3
3a2cb1d,d1bc2a3
3a2cbd1,1dbc2a3
3a2cd1b,b1dc2a3
3a2cdb1,1bdc2a3
3a2d1bc,cb1d2a3
3a2d1cb,bc1d2a3
3a2db1c,c1bd2a3
3a2dbc1,1cbd2a3
3a2dc1b,b1cd2a3
3a2dcb1,1bcd2a3
3ac1b2d,d2b1ca3
3ac1bd2,2db1ca3
3ac12bd,db21ca3
3ac12db,bd21ca3
3ac1db2,2bd1ca3
3ac1d2b,b2d1ca3
3acb12d,d21bca3
3acb1d2,2d1bca3
3acb21d,d12bca3
3acb2d1,1d2bca3
3acbd12,21dbca3
3acbd21,12dbca3
3ac21bd,db12ca3
3ac21db,bd12ca3
3ac2b1d,d1b2ca3
3ac2bd1,1db2ca3
3ac2d1b,b1d2ca3
3ac2db1,1bd2ca3
3acd1b2,2b1dca3
3acd12b,b21dca3
3acdb12,21bdca3
3acdb21,12bdca3
3acd21b,b12dca3
3acd2b1,1b2dca3
3ad1b2c,c2b1da3
3ad1bc2,2cb1da3
3ad12bc,cb21da3
3ad12cb,bc21da3
3ad1cb2,2bc1da3
3ad1c2b,b2c1da3
3adb12c,c21bda3
3adb1c2,2c1bda3
3adb21c,c12bda3
3adb2c1,1c2bda3
3adbc12,21cbda3
3adbc21,12cbda3
3ad21bc,cb12da3
3ad21cb,bc12da3
3ad2b1c,c1b2da3
3ad2bc1,1cb2da3
3ad2c1b,b1c2da3
3ad2cb1,1bc2da3
3adc1b2,2b1cda3
3adc12b,b21cda3
3adcb12,21bcda3
3adcb21,12bcda3
3adc21b,b12cda3
3adc2b1,1b2cda3
31ab2cd,dc2ba13
31ab2dc,cd2ba13
31abc2d,d2cba13
31abcd2,2dcba13
31abd2c,c2dba13
31abdc2,2cdba13
31a2bcd,dcb2a13
31a2bdc,cdb2a13
31a2cbd,dbc2a13
31a2cdb,bdc2a13
31a2dbc,cbd2a13
31a2dcb,bcd2a13
31acb2d,d2bca13
31acbd2,2dbca13
31ac2bd,db2ca13
31ac2db,bd2ca13
31acdb2,2bdca13
31acd2b,b2dca13
31adb2c,c2bda13
31adbc2,2cbda13
31ad2bc,cb2da13
31ad2cb,bc2da13
31adcb2,2bcda13
31adc2b,b2cda13
31ba2cd,dc2ab13
31ba2dc,cd2ab13
31bac2d,d2cab13
31bacd2,2dcab13
31bad2c,c2dab13
31badc2,2cdab13
31b2acd,dca2b13
31b2adc,cda2b13
31b2cad,dac2b13
31b2cda,adc2b13
31b2dac,cad2b13
31b2dca,acd2b13
31bca2d,d2acb13
31bcad2,2dacb13
31bc2ad,da2cb13
31bc2da,ad2cb13
31bcda2,2adcb13
31bcd2a,a2dcb13
31bda2c,c2adb13
31bdac2,2cadb13
31bd2ac,ca2db13
31bd2ca,ac2db13
31bdca2,2acdb13
31bdc2a,a2cdb13
312abcd,dcba213
312abdc,cdba213
312acbd,dbca213
312acdb,bdca213
312adbc,cbda213
312adcb,bcda213
312bacd,dcab213
312badc,cdab213
312bcad,dacb213
312bcda,adcb213
312bdac,cadb213
312bdca,acdb213
312cabd,dbac213
312cadb,bdac213
312cbad,dabc213
312cbda,adbc213
312cdab,badc213
312cdba,abdc213
312dabc,cbad213
312dacb,bcad213
312dbac,cabd213
312dbca,acbd213
312dcab,bacd213
312dcba,abcd213
31cab2d,d2bac13
31cabd2,2dbac13
31ca2bd,db2ac13
31ca2db,bd2ac13
31cadb2,2bdac13
31cad2b,b2dac13
31cba2d,d2abc13
31cbad2,2dabc13
31cb2ad,da2bc13
31cb2da,ad2bc13
31cbda2,2adbc13
31cbd2a,a2dbc13
31c2abd,dba2c13
31c2adb,bda2c13
31c2bad,dab2c13
31c2bda,adb2c13
31c2dab,bad2c13
31c2dba,abd2c13
31cdab2,2badc13
31cda2b,b2adc13
31cdba2,2abdc13
31cdb2a,a2bdc13
31cd2ab,ba2dc13
31cd2ba,ab2dc13
31dab2c,c2bad13
31dabc2,2cbad13
31da2bc,cb2ad13
31da2cb,bc2ad13
31dacb2,2bcad13
31dac2b,b2cad13
31dba2c,c2abd13
31dbac2,2cabd13
31db2ac,ca2bd13
31db2ca,ac2bd13
31dbca2,2acbd13
31dbc2a,a2cbd13
31d2abc,cba2d13
31d2acb,bca2d13
31d2bac,cab2d13
31d2bca,acb2d13
31d2cab,bac2d13
31d2cba,abc2d13
31dcab2,2bacd13
31dca2b,b2acd13
31dcba2,2abcd13
31dcb2a,a2bcd13
31dc2ab,ba2cd13
31dc2ba,ab2cd13
3ba12cd,dc21ab3
3ba12dc,cd21ab3
3ba1c2d,d2c1ab3
3ba1cd2,2dc1ab3
3ba1d2c,c2d1ab3
3ba1dc2,2cd1ab3
3ba21cd,dc12ab3
3ba21dc,cd12ab3
3ba2c1d,d1c2ab3
3ba2cd1,1dc2ab3
3ba2d1c,c1d2ab3
3ba2dc1,1cd2ab3
3bac12d,d21cab3
3bac1d2,2d1cab3
3bac21d,d12cab3
3bac2d1,1d2cab3
3bacd12,21dcab3
3bacd21,12dcab3
3bad12c,c21dab3
3bad1c2,2c1dab3
3bad21c,c12dab3
3bad2c1,1c2dab3
3badc12,21cdab3
3badc21,12cdab3
3b1a2cd,dc2a1b3
3b1a2dc,cd2a1b3
3b1ac2d,d2ca1b3
3b1acd2,2dca1b3
3b1ad2c,c2da1b3
3b1adc2,2cda1b3
3b12acd,dca21b3
3b12adc,cda21b3
3b12cad,dac21b3
3b12cda,adc21b3
3b12dac,cad21b3
3b12dca,acd21b3
3b1ca2d,d2ac1b3
3b1cad2,2dac1b3
3b1c2ad,da2c1b3
3b1c2da,ad2c1b3
3b1cda2,2adc1b3
3b1cd2a,a2dc1b3
3b1da2c,c2ad1b3
3b1dac2,2cad1b3
3b1d2ac,ca2d1b3
3b1d2ca,ac2d1b3
3b1dca2,2acd1b3
3b1dc2a,a2cd1b3
3b2a1cd,dc1a2b3
3b2a1dc,cd1a2b3
3b2ac1d,d1ca2b3
3b2acd1,1dca2b3
3b2ad1c,c1da2b3
3b2adc1,1cda2b3
3b21acd,dca12b3
3b21adc,cda12b3
3b21cad,dac12b3
3b21cda,adc12b3
3b21dac,cad12b3
3b21dca,acd12b3
3b2ca1d,d1ac2b3
3b2cad1,1dac2b3
3b2c1ad,da1c2b3
3b2c1da,ad1c2b3
3b2cda1,1adc2b3
3b2cd1a,a1dc2b3
3b2da1c,c1ad2b3
3b2dac1,1cad2b3
3b2d1ac,ca1d2b3
3b2d1ca,ac1d2b3
3b2dca1,1acd2b3
3b2dc1a,a1cd2b3
3bca12d,d21acb3
3bca1d2,2d1acb3
3bca21d,d12acb3
3bca2d1,1d2acb3
3bcad12,21dacb3
3bcad21,12dacb3
3bc1a2d,d2a1cb3
3bc1ad2,2da1cb3
3bc12ad,da21cb3
3bc12da,ad21cb3
3bc1da2,2ad1cb3
3bc1d2a,a2d1cb3
3bc2a1d,d1a2cb3
3bc2ad1,1da2cb3
3bc21ad,da12cb3
3bc21da,ad12cb3
3bc2da1,1ad2cb3
3bc2d1a,a1d2cb3
3bcda12,21adcb3
3bcda21,12adcb3
3bcd1a2,2a1dcb3
3bcd12a,a21dcb3
3bcd2a1,1a2dcb3
3bcd21a,a12dcb3
3bda12c,c21adb3
3bda1c2,2c1adb3
3bda21c,c12adb3
3bda2c1,1c2adb3
3bdac12,21cadb3
3bdac21,12cadb3
3bd1a2c,c2a1db3
3bd1ac2,2ca1db3
3bd12ac,ca21db3
3bd12ca,ac21db3
3bd1ca2,2ac1db3
3bd1c2a,a2c1db3
3bd2a1c,c1a2db3
3bd2ac1,1ca2db3
3bd21ac,ca12db3
3bd21ca,ac12db3
3bd2ca1,1ac2db3
3bd2c1a,a1c2db3
3bdca12,21acdb3
3bdca21,12acdb3
3bdc1a2,2a1cdb3
3bdc12a,a21cdb3
3bdc2a1,1a2cdb3
3bdc21a,a12cdb3
32a1bcd,dcb1a23
32a1bdc,cdb1a23
32a1cbd,dbc1a23
32a1cdb,bdc1a23
32a1dbc,cbd1a23
32a1dcb,bcd1a23
32ab1cd,dc1ba23
32ab1dc,cd1ba23
32abc1d,d1cba23
32abcd1,1dcba23
32abd1c,c1dba23
32abdc1,1cdba23
32ac1bd,db1ca23
32ac1db,bd1ca23
32acb1d,d1bca23
32acbd1,1dbca23
32acd1b,b1dca23
32acdb1,1bdca23
32ad1bc,cb1da23
32ad1cb,bc1da23
32adb1c,c1bda23
32adbc1,1cbda23
32adc1b,b1cda23
32adcb1,1bcda23
321abcd,dcba123
321abdc,cdba123
321acbd,dbca123
321acdb,bdca123
321adbc,cbda123
321adcb,bcda123
321bacd,dcab123
321badc,cdab123
321bcad,dacb123
321bcda,adcb123
321bdac,cadb123
321bdca,acdb123
321cabd,dbac123
321cadb,bdac123
321cbad,dabc123
321cbda,adbc123
321cdab,badc123
321cdba,abdc123
321dabc,cbad123
321dacb,bcad123
321dbac,cabd123
321dbca,acbd123
321dcab,bacd123
321dcba,abcd123
32ba1cd,dc1ab23
32ba1dc,cd1ab23
32bac1d,d1cab23
32bacd1,1dcab23
32bad1c,c1dab23
32badc1,1cdab23
32b1acd,dca1b23
32b1adc,cda1b23
32b1cad,dac1b23
32b1cda,adc1b23
32b1dac,cad1b23
32b1dca,acd1b23
32bca1d,d1acb23
32bcad1,1dacb23
32bc1ad,da1cb23
32bc1da,ad1cb23
32bcda1,1adcb23
32bcd1a,a1dcb23
32bda1c,c1adb23
32bdac1,1cadb23
32bd1ac,ca1db23
32bd1ca,ac1db23
32bdca1,1acdb23
32bdc1a,a1cdb23
32ca1bd,db1ac23
32ca1db,bd1ac23
32cab1d,d1bac23
32cabd1,1dbac23
32cad1b,b1dac23
32cadb1,1bdac23
32c1abd,dba1c23
32c1adb,bda1c23
32c1bad,dab1c23
32c1bda,adb1c23
32c1dab,bad1c23
32c1dba,abd1c23
32cba1d,d1abc23
32cbad1,1dabc23
32cb1ad,da1bc23
32cb1da,ad1bc23
32cbda1,1adbc23
32cbd1a,a1dbc23
32cda1b,b1adc23
32cdab1,1badc23
32cd1ab,ba1dc23
32cd1ba,ab1dc23
32cdba1,1abdc23
32cdb1a,a1bdc23
32da1bc,cb1ad23
32da1cb,bc1ad23
32dab1c,c1bad23
32dabc1,1cbad23
32dac1b,b1cad23
32dacb1,1bcad23
32d1abc,cba1d23
32d1acb,bca1d23
32d1bac,cab1d23
32d1bca,acb1d23
32d1cab,bac1d23
32d1cba,abc1d23
32dba1c,c1abd23
32dbac1,1cabd23
32db1ac,ca1bd23
32db1ca,ac1bd23
32dbca1,1acbd23
32dbc1a,a1cbd23
32dca1b,b1acd23
32dcab1,1bacd23
32dc1ab,ba1cd23
32dc1ba,ab1cd23
32dcba1,1abcd23
32dcb1a,a1bcd23
3ca1b2d,d2b1ac3
3ca1bd2,2db1ac3
3ca12bd,db21ac3
3ca12db,bd21ac3
3ca1db2,2bd1ac3
3ca1d2b,b2d1ac3
3cab12d,d21bac3
3cab1d2,2d1bac3
3cab21d,d12bac3
3cab2d1,1d2bac3
3cabd12,21dbac3
3cabd21,12dbac3
3ca21bd,db12ac3
3ca21db,bd12ac3
3ca2b1d,d1b2ac3
3ca2bd1,1db2ac3
3ca2d1b,b1d2ac3
3ca2db1,1bd2ac3
3cad1b2,2b1dac3
3cad12b,b21dac3
3cadb12,21bdac3
3cadb21,12bdac3
3cad21b,b12dac3
3cad2b1,1b2dac3
3c1ab2d,d2ba1c3
3c1abd2,2dba1c3
3c1a2bd,db2a1c3
3c1a2db,bd2a1c3
3c1adb2,2bda1c3
3c1ad2b,b2da1c3
3c1ba2d,d2ab1c3
3c1bad2,2dab1c3
3c1b2ad,da2b1c3
3c1b2da,ad2b1c3
3c1bda2,2adb1c3
3c1bd2a,a2db1c3
3c12abd,dba21c3
3c12adb,bda21c3
3c12bad,dab21c3
3c12bda,adb21c3
3c12dab,bad21c3
3c12dba,abd21c3
3c1dab2,2bad1c3
3c1da2b,b2ad1c3
3c1dba2,2abd1c3
3c1db2a,a2bd1c3
3c1d2ab,ba2d1c3
3c1d2ba,ab2d1c3
3cba12d,d21abc3
3cba1d2,2d1abc3
3cba21d,d12abc3
3cba2d1,1d2abc3
3cbad12,21dabc3
3cbad21,12dabc3
3cb1a2d,d2a1bc3
3cb1ad2,2da1bc3
3cb12ad,da21bc3
3cb12da,ad21bc3
3cb1da2,2ad1bc3
3cb1d2a,a2d1bc3
3cb2a1d,d1a2bc3
3cb2ad1,1da2bc3
3cb21ad,da12bc3
3cb21da,ad12bc3
3cb2da1,1ad2bc3
3cb2d1a,a1d2bc3
3cbda12,21adbc3
3cbda21,12adbc3
3cbd1a2,2a1dbc3
3cbd12a,a21dbc3
3cbd2a1,1a2dbc3
3cbd21a,a12dbc3
3c2a1bd,db1a2c3
3c2a1db,bd1a2c3
3c2ab1d,d1ba2c3
3c2abd1,1dba2c3
3c2ad1b,b1da2c3
3c2adb1,1bda2c3
3c21abd,dba12c3
3c21adb,bda12c3
3c21bad,dab12c3
3c21bda,adb12c3
3c21dab,bad12c3
3c21dba,abd12c3
3c2ba1d,d1ab2c3
3c2bad1,1dab2c3
3c2b1ad,da1b2c3
3c2b1da,ad1b2c3
3c2bda1,1adb2c3
3c2bd1a,a1db2c3
3c2da1b,b1ad2c3
3c2dab1,1bad2c3
3c2d1ab,ba1d2c3
3c2d1ba,ab1d2c3
3c2dba1,1abd2c3
3c2db1a,a1bd2c3
3cda1b2,2b1adc3
3cda12b,b21adc3
3cdab12,21badc3
3cdab21,12badc3
3cda21b,b12adc3
3cda2b1,1b2adc3
3cd1ab2,2ba1dc3
3cd1a2b,b2a1dc3
3cd1ba2,2ab1dc3
3cd1b2a,a2b1dc3
3cd12ab,ba21dc3
3cd12ba,ab21dc3
3cdba12,21abdc3
3cdba21,12abdc3
3cdb1a2,2a1bdc3
3cdb12a,a21bdc3
3cdb2a1,1a2bdc3
3cdb21a,a12bdc3
3cd2a1b,b1a2dc3
3cd2ab1,1ba2dc3
3cd21ab,ba12dc3
3cd21ba,ab12dc3
3cd2ba1,1ab2dc3
3cd2b1a,a1b2dc3
3da1b2c,c2b1ad3
3da1bc2,2cb1ad3
3da12bc,cb21ad3
3da12cb,bc21ad3
3da1cb2,2bc1ad3
3da1c2b,b2c1ad3
3dab12c,c21bad3
3dab1c2,2c1bad3
3dab21c,c12bad3
3dab2c1,1c2bad3
3dabc12,21cbad3
3dabc21,12cbad3
3da21bc,cb12ad3
3da21cb,bc12ad3
3da2b1c,c1b2ad3
3da2bc1,1cb2ad3
3da2c1b,b1c2ad3
3da2cb1,1bc2ad3
3dac1b2,2b1cad3
3dac12b,b21cad3
3dacb12,21bcad3
3dacb21,12bcad3
3dac21b,b12cad3
3dac2b1,1b2cad3
3d1ab2c,c2ba1d3
3d1abc2,2cba1d3
3d1a2bc,cb2a1d3
3d1a2cb,bc2a1d3
3d1acb2,2bca1d3
3d1ac2b,b2ca1d3
3d1ba2c,c2ab1d3
3d1bac2,2cab1d3
3d1b2ac,ca2b1d3
3d1b2ca,ac2b1d3
3d1bca2,2acb1d3
3d1bc2a,a2cb1d3
3d12abc,cba21d3
3d12acb,bca21d3
3d12bac,cab21d3
3d12bca,acb21d3
3d12cab,bac21d3
3d12cba,abc21d3
3d1cab2,2bac1d3
3d1ca2b,b2ac1d3
3d1cba2,2abc1d3
3d1cb2a,a2bc1d3
3d1c2ab,ba2c1d3
3d1c2ba,ab2c1d3
3dba12c,c21abd3
3dba1c2,2c1abd3
3dba21c,c12abd3
3dba2c1,1c2abd3
3dbac12,21cabd3
