a,aaaedcb
edagfcb,bcfgade
edbacfg,gfcabde
edbacgf,fgcabde
edbafcg,gcfabde
edbafgc,cgfabde
edbagcf,fcgabde
edbagfc,cfgabde
edbcafg,gfacbde
edbcagf,fgacbde
edbcfag,gafcbde
edbcfga,agfcbde
edbcgaf,fagcbde
edbcgfa,afgcbde
edbfacg,gcafbde
edbfagc,cgafbde
edbfcag,gacfbde
edbfcga,agcfbde
edbfgac,cagfbde
edbfgca,acgfbde
edbgacf,fcagbde
edbgafc,cfagbde
edbgcaf,facgbde
edbgcfa,afcgbde
edbgfac,cafgbde
edbgfca,acfgbde
edcabfg,gfbacde
edcabgf,fgbacde
edcafbg,gbfacde
edcafgb,bgfacde
edcagbf,fbgacde
edcagfb,bfgacde
edcbafg,gfabcde
edcbagf,fgabcde
edcbfag,gafbcde
edcbfga,agfbcde
edcbgaf,fagbcde
edcbgfa,afgbcde
edcfabg,gbafcde
edcfagb,bgafcde
edcfbag,gabfcde
edcfbga,agbfcde
edcfgab,bagfcde
edcfgba,abgfcde
edcgabf,fbagcde
edcgafb,bfagcde
edcgbaf,fabgcde
edcgbfa,afbgcde
edcgfab,bafgcde
edcgfba,abfgcde
edfabcg,gcbafde
edfabgc,cgbafde
edfacbg,gbcafde
edfacgb,bgcafde
edfagbc,cbgafde
edfagcb,bcgafde
edfbacg,gcabfde
edfbagc,cgabfde
edfbcag,gacbfde
edfbcga,agcbfde
edfbgac,cagbfde
edfbgca,acgbfde
edfcabg,gbacfde
edfcagb,bgacfde
edfcbag,gabcfde
edfcbga,agbcfde
edfcgab,bagcfde
edfcgba,abgcfde
edfgabc,cbagfde
edfgacb,bcagfde
edfgbac,cabgfde
edfgbca,acbgfde
edfgcab,bacgfde
edfgcba,abcgfde
edgabcf,fcbagde
edgabfc,cfbagde
edgacbf,fbcagde
edgacfb,bfcagde
edgafbc,cbfagde
edgafcb,bcfagde
edgbacf,fcabgde
edgbafc,cfabgde
edgbcaf,facbgde
edgbcfa,afcbgde
edgbfac,cafbgde
edgbfca,acfbgde
edgcabf,fbacgde
edgcafb,bfacgde
edgcbaf,fabcgde
edgcbfa,afbcgde
edgcfab,bafcgde
edgcfba,abfcgde
edgfabc,cbafgde
edgfacb,bcafgde
edgfbac,cabfgde
edgfbca,acbfgde
edgfcab,bacfgde
edgfcba,abcfgde
efabcdg,gdcbafe
efabcgd,dgcbafe
efabdcg,gcdbafe
efabdgc,cgdbafe
efabgcd,dcgbafe
efabgdc,cdgbafe
efacbdg,gdbcafe
efacbgd,dgbcafe
efacdbg,gbdcafe
efacdgb,bgdcafe
efacgbd,dbgcafe
efacgdb,bdgcafe
efadbcg,gcbdafe
efadbgc,cgbdafe
efadcbg,gbcdafe
efadcgb,bgcdafe
efadgbc,cbgdafe
efadgcb,bcgdafe
efagbcd,dcbgafe
efagbdc,cdbgafe
efagcbd,dbcgafe
efagcdb,bdcgafe
efagdbc,cbdgafe
efagdcb,bcdgafe
efbacdg,gdcabfe
efbacgd,dgcabfe
efbadcg,gcdabfe
efbadgc,cgdabfe
efbagcd,dcgabfe
efbagdc,cdgabfe
efbcadg,gdacbfe
efbcagd,dgacbfe
efbcdag,gadcbfe
efbcdga,agdcbfe
efbcgad,dagcbfe
efbcgda,adgcbfe
efbdacg,gcadbfe
efbdagc,cgadbfe
efbdcag,gacdbfe
efbdcga,agcdbfe
efbdgac,cagdbfe
efbdgca,acgdbfe
efbgacd,dcagbfe
efbgadc,cdagbfe
efbgcad,dacgbfe
efbgcda,adcgbfe
efbgdac,cadgbfe
efbgdca,acdgbfe
efcabdg,gdbacfe
efcabgd,dgbacfe
efcadbg,gbdacfe
efcadgb,bgdacfe
efcagbd,dbgacfe
efcagdb,bdgacfe
efcbadg,gdabcfe
efcbagd,dgabcfe
efcbdag,gadbcfe
efcbdga,agdbcfe
efcbgad,dagbcfe
efcbgda,adgbcfe
efcdabg,gbadcfe
efcdagb,bgadcfe
efcdbag,gabdcfe
efcdbga,agbdcfe
efcdgab,bagdcfe
efcdgba,abgdcfe
efcgabd,dbagcfe
efcgadb,bdagcfe
efcgbad,dabgcfe
efcgbda,adbgcfe
efcgdab,badgcfe
efcgdba,abdgcfe
efdabcg,gcbadfe
efdabgc,cgbadfe
efdacbg,gbcadfe
efdacgb,bgcadfe
efdagbc,cbgadfe
efdagcb,bcgadfe
efdbacg,gcabdfe
efdbagc,cgabdfe
efdbcag,gacbdfe
efdbcga,agcbdfe
efdbgac,cagbdfe
efdbgca,acgbdfe
efdcabg,gbacdfe
efdcagb,bgacdfe
efdcbag,gabcdfe
efdcbga,agbcdfe
efdcgab,bagcdfe
efdcgba,abgcdfe
efdgabc,cbagdfe
efdgacb,bcagdfe
efdgbac,cabgdfe
efdgbca,acbgdfe
efdgcab,bacgdfe
efdgcba,abcgdfe
efgabcd,dcbagfe
efgabdc,cdbagfe
efgacbd,dbcagfe
efgacdb,bdcagfe
efgadbc,cbdagfe
efgadcb,bcdagfe
efgbacd,dcabgfe
efgbadc,cdabgfe
efgbcad,dacbgfe
efgbcda,adcbgfe
efgbdac,cadbgfe
efgbdca,acdbgfe
efgcabd,dbacgfe
efgcadb,bdacgfe
efgcbad,dabcgfe
efgcbda,adbcgfe
efgcdab,badcgfe
efgcdba,abdcgfe
efgdabc,cbadgfe
efgdacb,bcadgfe
efgdbac,cabdgfe
efgdbca,acbdgfe
efgdcab,bacdgfe
efgdcba,abcdgfe
egabcdf,fdcbage
egabcfd,dfcbage
egabdcf,fcdbage
egabdfc,cfdbage
egabfcd,dcfbage
egabfdc,cdfbage
egacbdf,fdbcage
egacbfd,dfbcage
egacdbf,fbdcage
egacdfb,bfdcage
egacfbd,dbfcage
egacfdb,bdfcage
egadbcf,fcbdage
egadbfc,cfbdage
egadcbf,fbcdage
egadcfb,bfcdage
egadfbc,cbfdage
egadfcb,bcfdage
egafbcd,dcbfage
egafbdc,cdbfage
egafcbd,dbcfage
egafcdb,bdcfage
egafdbc,cbdfage
egafdcb,bcdfage
egbacdf,fdcabge
egbacfd,dfcabge
egbadcf,fcdabge
egbadfc,cfdabge
egbafcd,dcfabge
egbafdc,cdfabge
egbcadf,fdacbge
egbcafd,dfacbge
egbcdaf,fadcbge
egbcdfa,afdcbge
egbcfad,dafcbge
egbcfda,adfcbge
egbdacf,fcadbge
egbdafc,cfadbge
egbdcaf,facdbge
egbdcfa,afcdbge
egbdfac,cafdbge
egbdfca,acfdbge
egbfacd,dcafbge
egbfadc,cdafbge
egbfcad,dacfbge
egbfcda,adcfbge
egbfdac,cadfbge
egbfdca,acdfbge
egcabdf,fdbacge
egcabfd,dfbacge
egcadbf,fbdacge
egcadfb,bfdacge
egcafbd,dbfacge
egcafdb,bdfacge
egcbadf,fdabcge
egcbafd,dfabcge
egcbdaf,fadbcge
egcbdfa,afdbcge
egcbfad,dafbcge
egcbfda,adfbcge
egcdabf,fbadcge
egcdafb,bfadcge
egcdbaf,fabdcge
egcdbfa,afbdcge
egcdfab,bafdcge
egcdfba,abfdcge
egcfabd,dbafcge
egcfadb,bdafcge
egcfbad,dabfcge
egcfbda,adbfcge
egcfdab,badfcge
egcfdba,abdfcge
egdabcf,fcbadge
egdabfc,cfbadge
egdacbf,fbcadge
egdacfb,bfcadge
egdafbc,cbfadge
egdafcb,bcfadge
egdbacf,fcabdge
egdbafc,cfabdge
egdbcaf,facbdge
egdbcfa,afcbdge
egdbfac,cafbdge
egdbfca,acfbdge
egdcabf,fbacdge
egdcafb,bfacdge
egdcbaf,fabcdge
egdcbfa,afbcdge
egdcfab,bafcdge
egdcfba,abfcdge
egdfabc,cbafdge
egdfacb,bcafdge
egdfbac,cabfdge
egdfbca,acbfdge
egdfcab,bacfdge
egdfcba,abcfdge
egfabcd,dcbafge
egfabdc,cdbafge
egfacbd,dbcafge
egfacdb,bdcafge
egfadbc,cbdafge
egfadcb,bcdafge
egfbacd,dcabfge
egfbadc,cdabfge
egfbcad,dacbfge
egfbcda,adcbfge
egfbdac,cadbfge
egfbdca,acdbfge
egfcabd,dbacfge
egfcadb,bdacfge
egfcbad,dabcfge
egfcbda,adbcfge
egfcdab,badcfge
egfcdba,abdcfge
egfdabc,cbadfge
egfdacb,bcadfge
egfdbac,cabdfge
egfdbca,acbdfge
egfdcab,bacdfge
egfdcba,abcdfge
fabcdeg,gedcbaf
fabcdge,egdcbaf
fabcedg,gdecbaf
fabcegd,dgecbaf
fabcgde,edgcbaf
fabcged,degcbaf
fabdceg,gecdbaf
fabdcge,egcdbaf
fabdecg,gcedbaf
fabdegc,cgedbaf
fabdgce,ecgdbaf
fabdgec,cegdbaf
fabecdg,gdcebaf
fabecgd,dgcebaf
fabedcg,gcdebaf
fabedgc,cgdebaf
fabegcd,dcgebaf
fabegdc,cdgebaf
fabgcde,edcgbaf
fabgced,decgbaf
fabgdce,ecdgbaf
fabgdec,cedgbaf
fabgecd,dcegbaf
fabgedc,cdegbaf
facbdeg,gedbcaf
facbdge,egdbcaf
facbedg,gdebcaf
facbegd,dgebcaf
facbgde,edgbcaf
facbged,degbcaf
facdbeg,gebdcaf
facdbge,egbdcaf
facdebg,gbedcaf
facdegb,bgedcaf
facdgbe,ebgdcaf
facdgeb,begdcaf
facebdg,gdbecaf
facebgd,dgbecaf
facedbg,gbdecaf
facedgb,bgdecaf
facegbd,dbgecaf
facegdb,bdgecaf
facgbde,edbgcaf
facgbed,debgcaf
facgdbe,ebdgcaf
facgdeb,bedgcaf
facgebd,dbegcaf
facgedb,bdegcaf
fadbceg,gecbdaf
fadbcge,egcbdaf
fadbecg,gcebdaf
fadbegc,cgebdaf
fadbgce,ecgbdaf
fadbgec,cegbdaf
fadcbeg,gebcdaf
fadcbge,egbcdaf
fadcebg,gbecdaf
fadcegb,bgecdaf
fadcgbe,ebgcdaf
fadcgeb,begcdaf
fadebcg,gcbedaf
fadebgc,cgbedaf
fadecbg,gbcedaf
fadecgb,bgcedaf
fadegbc,cbgedaf
fadegcb,bcgedaf
fadgbce,ecbgdaf
fadgbec,cebgdaf
fadgcbe,ebcgdaf
fadgceb,becgdaf
fadgebc,cbegdaf
fadgecb,bcegdaf
faebcdg,gdcbeaf
faebcgd,dgcbeaf
faebdcg,gcdbeaf
faebdgc,cgdbeaf
faebgcd,dcgbeaf
faebgdc,cdgbeaf
faecbdg,gdbceaf
faecbgd,dgbceaf
faecdbg,gbdceaf
faecdgb,bgdceaf
faecgbd,dbgceaf
faecgdb,bdgceaf
faedbcg,gcbdeaf
faedbgc,cgbdeaf
faedcbg,gbcdeaf
faedcgb,bgcdeaf
faedgbc,cbgdeaf
faedgcb,bcgdeaf
faegbcd,dcbgeaf
faegbdc,cdbgeaf
faegcbd,dbcgeaf
faegcdb,bdcgeaf
faegdbc,cbdgeaf
faegdcb,bcdgeaf
fagbcde,edcbgaf
fagbced,decbgaf
fagbdce,ecdbgaf
fagbdec,cedbgaf
fagbecd,dcebgaf
fagbedc,cdebgaf
fagcbde,edbcgaf
fagcbed,debcgaf
fagcdbe,ebdcgaf
fagcdeb,bedcgaf
fagcebd,dbecgaf
fagcedb,bdecgaf
fagdbce,ecbdgaf
fagdbec,cebdgaf
fagdcbe,ebcdgaf
fagdceb,becdgaf
fagdebc,cbedgaf
fagdecb,bcedgaf
fagebcd,dcbegaf
fagebdc,cdbegaf
fagecbd,dbcegaf
fagecdb,bdcegaf
fagedbc,cbdegaf
fagedcb,bcdegaf
fbacdeg,gedcabf
fbacdge,egdcabf
fbacedg,gdecabf
fbacegd,dgecabf
fbacgde,edgcabf
fbacged,degcabf
fbadceg,gecdabf
fbadcge,egcdabf
fbadecg,gcedabf
fbadegc,cgedabf
fbadgce,ecgdabf
fbadgec,cegdabf
fbaecdg,gdceabf
fbaecgd,dgceabf
fbaedcg,gcdeabf
fbaedgc,cgdeabf
fbaegcd,dcgeabf
fbaegdc,cdgeabf
fbagcde,edcgabf
fbagced,decgabf
fbagdce,ecdgabf
fbagdec,cedgabf
fbagecd,dcegabf
fbagedc,cdegabf
fbcadeg,gedacbf
fbcadge,egdacbf
fbcaedg,gdeacbf
fbcaegd,dgeacbf
fbcagde,edgacbf
fbcaged,degacbf
fbcdaeg,geadcbf
fbcdage,egadcbf
fbcdeag,gaedcbf
fbcdega,agedcbf
fbcdgae,eagdcbf
fbcdgea,aegdcbf
fbceadg,gdaecbf
fbceagd,dgaecbf
fbcedag,gadecbf
fbcedga,agdecbf
fbcegad,dagecbf
fbcegda,adgecbf
fbcgade,edagcbf
fbcgaed,deagcbf
fbcgdae,eadgcbf
fbcgdea,aedgcbf
fbcgead,daegcbf
fbcgeda,adegcbf
fbdaceg,gecadbf
fbdacge,egcadbf
fbdaecg,gceadbf
fbdaegc,cgeadbf
fbdagce,ecgadbf
fbdagec,cegadbf
fbdcaeg,geacdbf
fbdcage,egacdbf
fbdceag,gaecdbf
fbdcega,agecdbf
fbdcgae,eagcdbf
fbdcgea,aegcdbf
fbdeacg,gcaedbf
fbdeagc,cgaedbf
fbdecag,gacedbf
fbdecga,agcedbf
fbdegac,cagedbf
fbdegca,acgedbf
fbdgace,ecagdbf
fbdgaec,ceagdbf
fbdgcae,eacgdbf
fbdgcea,aecgdbf
fbdgeac,caegdbf
fbdgeca,acegdbf
fbeacdg,gdcaebf
fbeacgd,dgcaebf
fbeadcg,gcdaebf
fbeadgc,cgdaebf
fbeagcd,dcgaebf
fbeagdc,cdgaebf
fbecadg,gdacebf
fbecagd,dgacebf
fbecdag,gadcebf
fbecdga,agdcebf
fbecgad,dagcebf
fbecgda,adgcebf
fbedacg,gcadebf
fbedagc,cgadebf
fbedcag,gacdebf
fbedcga,agcdebf
fbedgac,cagdebf
fbedgca,acgdebf
fbegacd,dcagebf
fbegadc,cdagebf
fbegcad,dacgebf
fbegcda,adcgebf
fbegdac,cadgebf
fbegdca,acdgebf
fbgacde,edcagbf
fbgaced,decagbf
fbgadce,ecdagbf
fbgadec,cedagbf
fbgaecd,dceagbf
fbgaedc,cdeagbf
fbgcade,edacgbf
fbgcaed,deacgbf
fbgcdae,eadcgbf
fbgcdea,aedcgbf
fbgcead,daecgbf
fbgceda,adecgbf
fbgdace,ecadgbf
fbgdaec,ceadgbf
fbgdcae,eacdgbf
fbgdcea,aecdgbf
fbgdeac,caedgbf
fbgdeca,acedgbf
fbgeacd,dcaegbf
fbgeadc,cdaegbf
fbgecad,dacegbf
fbgecda,adcegbf
fbgedac,cadegbf
fbgedca,acdegbf
fcabdeg,gedbacf
fcabdge,egdbacf
fcabedg,gdebacf
fcabegd,dgebacf
fcabgde,edgbacf
fcabged,degbacf
fcadbeg,gebdacf
fcadbge,egbdacf
fcadebg,gbedacf
fcadegb,bgedacf
fcadgbe,ebgdacf
fcadgeb,begdacf
fcaebdg,gdbeacf
fcaebgd,dgbeacf
fcaedbg,gbdeacf
fcaedgb,bgdeacf
fcaegbd,dbgeacf
fcaegdb,bdgeacf
fcagbde,edbgacf
fcagbed,debgacf
fcagdbe,ebdgacf
fcagdeb,bedgacf
fcagebd,dbegacf
fcagedb,bdegacf
fcbadeg,gedabcf
fcbadge,egdabcf
fcbaedg,gdeabcf
fcbaegd,dgeabcf
fcbagde,edgabcf
fcbaged,degabcf
fcbdaeg,geadbcf
fcbdage,egadbcf
fcbdeag,gaedbcf
fcbdega,agedbcf
fcbdgae,eagdbcf
fcbdgea,aegdbcf
fcbeadg,gdaebcf
fcbeagd,dgaebcf
fcbedag,gadebcf
fcbedga,agdebcf
fcbegad,dagebcf
fcbegda,adgebcf
fcbgade,edagbcf
fcbgaed,deagbcf
fcbgdae,eadgbcf
fcbgdea,aedgbcf
fcbgead,daegbcf
fcbgeda,adegbcf
fcdabeg,gebadcf
fcdabge,egbadcf
fcdaebg,gbeadcf
fcdaegb,bgeadcf
fcdagbe,ebgadcf
fcdageb,begadcf
fcdbaeg,geabdcf
fcdbage,egabdcf
fcdbeag,gaebdcf
fcdbega,agebdcf
fcdbgae,eagbdcf
fcdbgea,aegbdcf
fcdeabg,gbaedcf
fcdeagb,bgaedcf
fcdebag,gabedcf
fcdebga,agbedcf
fcdegab,bagedcf
fcdegba,abgedcf
fcdgabe,ebagdcf
fcdgaeb,beagdcf
fcdgbae,eabgdcf
fcdgbea,aebgdcf
fcdgeab,baegdcf
fcdgeba,abegdcf
fceabdg,gdbaecf
fceabgd,dgbaecf
fceadbg,gbdaecf
fceadgb,bgdaecf
fceagbd,dbgaecf
fceagdb,bdgaecf
fcebadg,gdabecf
fcebagd,dgabecf
fcebdag,gadbecf
fcebdga,agdbecf
fcebgad,dagbecf
fcebgda,adgbecf
fcedabg,gbadecf
fcedagb,bgadecf
fcedbag,gabdecf
fcedbga,agbdecf
fcedgab,bagdecf
fcedgba,abgdecf
fcegabd,dbagecf
fcegadb,bdagecf
fcegbad,dabgecf
fcegbda,adbgecf
fcegdab,badgecf
fcegdba,abdgecf
fcgabde,edbagcf
fcgabed,debagcf
fcgadbe,ebdagcf
fcgadeb,bedagcf
fcgaebd,dbeagcf
fcgaedb,bdeagcf
fcgbade,edabgcf
fcgbaed,deabgcf
fcgbdae,eadbgcf
fcgbdea,aedbgcf
fcgbead,daebgcf
fcgbeda,adebgcf
fcgdabe,ebadgcf
fcgdaeb,beadgcf
fcgdbae,eabdgcf
fcgdbea,aebdgcf
fcgdeab,baedgcf
fcgdeba,abedgcf
fcgeabd,dbaegcf
fcgeadb,bdaegcf
fcgebad,dabegcf
fcgebda,adbegcf
fcgedab,badegcf
fcgedba,abdegcf
fdabceg,gecbadf
fdabcge,egcbadf
fdabecg,gcebadf
fdabegc,cgebadf
fdabgce,ecgbadf
fdabgec,cegbadf
fdacbeg,gebcadf
fdacbge,egbcadf
fdacebg,gbecadf
fdacegb,bgecadf
fdacgbe,ebgcadf
fdacgeb,begcadf
fdaebcg,gcbeadf
fdaebgc,cgbeadf
fdaecbg,gbceadf
fdaecgb,bgceadf
fdaegbc,cbgeadf
fdaegcb,bcgeadf
fdagbce,ecbgadf
fdagbec,cebgadf
fdagcbe,ebcgadf
fdagceb,becgadf
fdagebc,cbegadf
fdagecb,bcegadf
fdbaceg,gecabdf
fdbacge,egcabdf
fdbaecg,gceabdf
fdbaegc,cgeabdf
fdbagce,ecgabdf
fdbagec,cegabdf
fdbcaeg,geacbdf
fdbcage,egacbdf
fdbceag,gaecbdf
fdbcega,agecbdf
fdbcgae,eagcbdf
fdbcgea,aegcbdf
fdbeacg,gcaebdf
fdbeagc,cgaebdf
fdbecag,gacebdf
fdbecga,agcebdf
fdbegac,cagebdf
fdbegca,acgebdf
fdbgace,ecagbdf
fdbgaec,ceagbdf
fdbgcae,eacgbdf
fdbgcea,aecgbdf
fdbgeac,caegbdf
fdbgeca,acegbdf
fdcabeg,gebacdf
fdcabge,egbacdf
fdcaebg,gbeacdf
fdcaegb,bgeacdf
fdcagbe,ebgacdf
fdcageb,begacdf
fdcbaeg,geabcdf
fdcbage,egabcdf
fdcbeag,gaebcdf
fdcbega,agebcdf
fdcbgae,eagbcdf
fdcbgea,aegbcdf
fdceabg,gbaecdf
fdceagb,bgaecdf
fdcebag,gabecdf
fdcebga,agbecdf
fdcegab,bagecdf
fdcegba,abgecdf
fdcgabe,ebagcdf
fdcgaeb,beagcdf
fdcgbae,eabgcdf
fdcgbea,aebgcdf
fdcgeab,baegcdf
fdcgeba,abegcdf
fdeabcg,gcbaedf
fdeabgc,cgbaedf
fdeacbg,gbcaedf
fdeacgb,bgcaedf
fdeagbc,cbgaedf
fdeagcb,bcgaedf
fdebacg,gcabedf
fdebagc,cgabedf
fdebcag,gacbedf
fdebcga,agcbedf
fdebgac,cagbedf
fdebgca,acgbedf
fdecabg,gbacedf
fdecagb,bgacedf
fdecbag,gabcedf
fdecbga,agbcedf
fdecgab,bagcedf
fdecgba,abgcedf
fdegabc,cbagedf
fdegacb,bcagedf
fdegbac,cabgedf
fdegbca,acbgedf
fdegcab,bacgedf
fdegcba,abcgedf
fdgabce,ecbagdf
fdgabec,cebagdf
fdgacbe,ebcagdf
fdgaceb,becagdf
fdgaebc,cbeagdf
fdgaecb,bceagdf
fdgbace,ecabgdf
fdgbaec,ceabgdf
fdgbcae,eacbgdf
fdgbcea,aecbgdf
fdgbeac,caebgdf
fdgbeca,acebgdf
fdgcabe,ebacgdf
fdgcaeb,beacgdf
fdgcbae,eabcgdf
fdgcbea,aebcgdf
fdgceab,baecgdf
fdgceba,abecgdf
fdgeabc,cbaegdf
fdgeacb,bcaegdf
fdgebac,cabegdf
fdgebca,acbegdf
fdgecab,bacegdf
fdgecba,abcegdf
feabcdg,gdcbaef
feabcgd,dgcbaef
feabdcg,gcdbaef
feabdgc,cgdbaef
feabgcd,dcgbaef
feabgdc,cdgbaef
feacbdg,gdbcaef
feacbgd,dgbcaef
feacdbg,gbdcaef
feacdgb,bgdcaef
feacgbd,dbgcaef
feacgdb,bdgcaef
feadbcg,gcbdaef
feadbgc,cgbdaef
feadcbg,gbcdaef
feadcgb,bgcdaef
feadgbc,cbgdaef
feadgcb,bcgdaef
feagbcd,dcbgaef
feagbdc,cdbgaef
feagcbd,dbcgaef
feagcdb,bdcgaef
feagdbc,cbdgaef
feagdcb,bcdgaef
febacdg,gdcabef
febacgd,dgcabef
febadcg,gcdabef
febadgc,cgdabef
febagcd,dcgabef
febagdc,cdgabef
febcadg,gdacbef
febcagd,dgacbef
febcdag,gadcbef
febcdga,agdcbef
febcgad,dagcbef
febcgda,adgcbef
febdacg,gcadbef
febdagc,cgadbef
febdcag,gacdbef
febdcga,agcdbef
febdgac,cagdbef
febdgca,acgdbef
febgacd,dcagbef
febgadc,cdagbef
febgcad,dacgbef
febgcda,adcgbef
febgdac,cadgbef
febgdca,acdgbef
fecabdg,gdbacef
fecabgd,dgbacef
fecadbg,gbdacef
fecadgb,bgdacef
fecagbd,dbgacef
fecagdb,bdgacef
fecbadg,gdabcef
fecbagd,dgabcef
fecbdag,gadbcef
fecbdga,agdbcef
fecbgad,dagbcef
fecbgda,adgbcef
fecdabg,gbadcef
fecdagb,bgadcef
fecdbag,gabdcef
fecdbga,agbdcef
fecdgab,bagdcef
fecdgba,abgdcef
fecgabd,dbagcef
fecgadb,bdagcef
fecgbad,dabgcef
fecgbda,adbgcef
fecgdab,badgcef
fecgdba,abdgcef
fedabcg,gcbadef
fedabgc,cgbadef
fedacbg,gbcadef
fedacgb,bgcadef
fedagbc,cbgadef
fedagcb,bcgadef
fedbacg,gcabdef
fedbagc,cgabdef
fedbcag,gacbdef
fedbcga,agcbdef
fedbgac,cagbdef
fedbgca,acgbdef
fedcabg,gbacdef
fedcagb,bgacdef
fedcbag,gabcdef
fedcbga,agbcdef
fedcgab,bagcdef
fedcgba,abgcdef
fedgabc,cbagdef
fedgacb,bcagdef
fedgbac,cabgdef
fedgbca,acbgdef
fedgcab,bacgdef
fedgcba,abcgdef
fegabcd,dcbagef
fegabdc,cdbagef
fegacbd,dbcagef
fegacdb,bdcagef
fegadbc,cbdagef
fegadcb,bcdagef
fegbacd,dcabgef
fegbadc,cdabgef
fegbcad,dacbgef
fegbcda,adcbgef
fegbdac,cadbgef
fegbdca,acdbgef
fegcabd,dbacgef
fegcadb,bdacgef
fegcbad,dabcgef
fegcbda,adbcgef
fegcdab,badcgef
fegcdba,abdcgef
fegdabc,cbadgef
fegdacb,bcadgef
fegdbac,cabdgef
fegdbca,acbdgef
fegdcab,bacdgef
fegdcba,abcdgef
fgabcde,edcbagf
fgabced,decbagf
fgabdce,ecdbagf
fgabdec,cedbagf
fgabecd,dcebagf
fgabedc,cdebagf
fgacbde,edbcagf
fgacbed,debcagf
fgacdbe,ebdcagf
fgacdeb,bedcagf
fgacebd,dbecagf
fgacedb,bdecagf
fgadbce,ecbdagf
fgadbec,cebdagf
fgadcbe,ebcdagf
fgadceb,becdagf
fgadebc,cbedagf
fgadecb,bcedagf
fgaebcd,dcbeagf
fgaebdc,cdbeagf
fgaecbd,dbceagf
fgaecdb,bdceagf
fgaedbc,cbdeagf
fgaedcb,bcdeagf
fgbacde,edcabgf
fgbaced,decabgf
fgbadce,ecdabgf
fgbadec,cedabgf
fgbaecd,dceabgf
fgbaedc,cdeabgf
fgbcade,edacbgf
fgbcaed,deacbgf
fgbcdae,eadcbgf
fgbcdea,aedcbgf
fgbcead,daecbgf
fgbceda,adecbgf
fgbdace,ecadbgf
fgbdaec,ceadbgf
fgbdcae,eacdbgf
fgbdcea,aecdbgf
fgbdeac,caedbgf
fgbdeca,acedbgf
fgbeacd,dcaebgf
fgbeadc,cdaebgf
fgbecad,dacebgf
fgbecda,adcebgf
fgbedac,cadebgf
fgbedca,acdebgf
fgcabde,edbacgf
fgcabed,debacgf
fgcadbe,ebdacgf
fgcadeb,bedacgf
fgcaebd,dbeacgf
fgcaedb,bdeacgf
fgcbade,edabcgf
fgcbaed,deabcgf
fgcbdae,eadbcgf
fgcbdea,aedbcgf
fgcbead,daebcgf
fgcbeda,adebcgf
fgcdabe,ebadcgf
fgcdaeb,beadcgf
fgcdbae,eabdcgf
fgcdbea,aebdcgf
fgcdeab,baedcgf
fgcdeba,abedcgf
fgceabd,dbaecgf
fgceadb,bdaecgf
fgcebad,dabecgf
fgcebda,adbecgf
fgcedab,badecgf
fgcedba,abdecgf
fgdabce,ecbadgf
fgdabec,cebadgf
fgdacbe,ebcadgf
fgdaceb,becadgf
fgdaebc,cbeadgf
fgdaecb,bceadgf
fgdbace,ecabdgf
fgdbaec,ceabdgf
fgdbcae,eacbdgf
fgdbcea,aecbdgf
fgdbeac,caebdgf
fgdbeca,acebdgf
fgdcabe,ebacdgf
fgdcaeb,beacdgf
fgdcbae,eabcdgf
fgdcbea,aebcdgf
fgdceab,baecdgf
fgdceba,abecdgf
fgdeabc,cbaedgf
fgdeacb,bcaedgf
fgdebac,cabedgf
fgdebca,acbedgf
fgdecab,bacedgf
fgdecba,abcedgf
fgeabcd,dcbaegf
fgeabdc,cdbaegf
fgeacbd,dbcaegf
fgeacdb,bdcaegf
fgeadbc,cbdaegf
fgeadcb,bcdaegf
fgebacd,dcabegf
fgebadc,cdabegf
fgebcad,dacbegf
fgebcda,adcbegf
fgebdac,cadbegf
fgebdca,acdbegf
fgecabd,dbacegf
fgecadb,bdacegf
fgecbad,dabcegf
fgecbda,adbcegf
fgecdab,badcegf
fgecdba,abdcegf
fgedabc,cbadegf
fgedacb,bcadegf
fgedbac,cabdegf
fgedbca,acbdegf
fgedcab,bacdegf
fgedcba,abcdegf
gabcdef,fedcbag
gabcdfe,efdcbag
gabcedf,fdecbag
gabcefd,dfecbag
gabcfde,edfcbag
gabcfed,defcbag
gabdcef,fecdbag
gabdcfe,efcdbag
gabdecf,fcedbag
gabdefc,cfedbag
gabdfce,ecfdbag
gabdfec,cefdbag
gabecdf,fdcebag
gabecfd,dfcebag
gabedcf,fcdebag
gabedfc,cfdebag
gabefcd,dcfebag
gabefdc,cdfebag
gabfcde,edcfbag
gabfced,decfbag
gabfdce,ecdfbag
gabfdec,cedfbag
gabfecd,dcefbag
gabfedc,cdefbag
gacbdef,fedbcag
gacbdfe,efdbcag
gacbedf,fdebcag
gacbefd,dfebcag
gacbfde,edfbcag
gacbfed,defbcag
gacdbef,febdcag
gacdbfe,efbdcag
gacdebf,fbedcag
gacdefb,bfedcag
gacdfbe,ebfdcag
gacdfeb,befdcag
gacebdf,fdbecag
gacebfd,dfbecag
gacedbf,fbdecag
gacedfb,bfdecag
gacefbd,dbfecag
gacefdb,bdfecag
gacfbde,edbfcag
gacfbed,debfcag
gacfdbe,ebdfcag
gacfdeb,bedfcag
gacfebd,dbefcag
gacfedb,bdefcag
gadbcef,fecbdag
gadbcfe,efcbdag
gadbecf,fcebdag
gadbefc,cfebdag
gadbfce,ecfbdag
gadbfec,cefbdag
